5,"image copyright afp image caption police say given shoot sight orders case troublea controversial indian guru convicted rape friday sentenced 20 years prison.indian media reported gurmeet ram rahim singh's followers set vehicle alight ahead sentencing.violence friday's verdict panchkula northern haryana state killed 38 people.the self-styled holy man found guilty sexually assaulting two female followers jailed 10 years run consecutively.there initial reports 10-year sentence lawyers confirmed sentencing consecutive concurrent terms.prosecutors called life sentence.a lawyer victims said 50 women come forward allegations rape would seeking investigation case."we believe least 48 victims sexually abused may killed scared come testify ram rahim" lawyer utsav singh bains told afp.ram rahim singh denies charges murder two cases due heard next month.following sentencing chief minister haryana state singh's ashram located called emergency meeting.a curfew already imposed several areas haryana punjab states capital delhi alert.media playback unsupported device media caption inside gurmeet ram rahim singh's huge temple complexthe army put standby police say given "shoot sight" orders case trouble.singh 50 taken court hear sentence. instead judge convicted flown prison town rohtak singh held.who gurmeet ram rahim singh?controversial leader dera sacha sauda sect claims 60 million followers around worldtook sect - describes "a non-profit social welfare spiritual organisation - 23performs rock concerts acts films even line food productsknown "rockstar baba" "guru bling" shiny colourful clotheshas accused mocking sikh hindu figureshas investigated murder rape charges denieshas accused forcing followers undergo castration "get closer god"the prison transformed fortress journalists banned within 1.5km (one mile) radius.rohtak haryana state also police military lockdown roads lined barbed-wire barricades.there also heavy security outside singh's 1000-acre compound sirsa haryana.thousands supporters still believed inside dera sacha sauda sect headquarters despite many opting leave following tense stand-off soldiers.media playback unsupported device media caption violent clashes took place friday panchkula (footage sudeep sachdeva)the dera's sirsa headquarters huge township houses schools hospital cinema.in monthly radio address sunday prime minister narendra modi said "natural worried" days violence briefly reached delhi."violence acceptable nation form" mr modi said."those take law hands take violence spared whoever are."",bbc-news
15,"image copyright afp/ getty image caption nurse known niels h jailed life two years agoa nurse serving life sentence murdering two patients northern germany suspect least 84 murder cases police say.the 40-year-old named niels h german reporting rules convicted attempted murder 2006 murder 2015.his victims received lethal drug doses units worked.relatives patients died clinics worked urged police investigate further.a commission set 2014 investigate scale crimes could make germany's worst post-war killer.the medication caused heart failure collapse patients' circulatory systems.judges said motivated desire win approval resuscitating patients drugged.during 2015 trial admitted applying drug 90 people intensive care clinic town delmenhorst.media playback unsupported device media caption niels h hid behind folder trialpolice say abnormalities stretch back 2000 another clinic oldenburg.they said staff meeting 2001 discuss strange levels deaths resuscitations report levels police niels h able move delmenhorst clinic.a special police commission set 2014 investigate case.it analysing hundreds medical records exhumed 134 bodies test samples drug residue.the investigations made difficult many patients cremated."the findings continue breach imagination" said oldenburg police chief johann kuhme. "it simply possible say many people killed."mr kuhme warned number could still rise further. new charges likely filed beginning 2018 said.",bbc-news
6,"image caption police found several human body parts raid traditional healer's housefear gripped village shayamoya south africa's kwazulu-natal province discovery decapitated body.the family zanele hlatshwayo 25 missing since july believe victim cannibalism ring far led arrest five men.her decomposing body found man claimed traditional healer handed police last week confessed tired eating human flesh.police officers initially dismissed statement according reports.it produced bloodied hand foot proof immediately arrested. led rented home police found eight human ears cooking pot.it believed served customers told magic properties would convey money power protection.several body parts found stuffed suitcase.image caption zanele hlatshwayo's body found buried rocksms hlatshwayo's bloodied torn clothes found among human remains traditional healer's home.the clothes identified family.however police still waiting dna test results confirm remains belong mother two-year-old boy.ms hlatshwayo's family yet bury her. entered hlatshwayo homestead greeted solemn hymn cries grieving family."we imagine begged life died extremely painful death" said elder sister nozipho ntelele wiped away tears.image caption nozipho ntelele white top said ms hlatshwayo's killing brutal"her clothes covered grass dust clear indication struggle save life" said ms ntelele.foul smellthe traditional healer lived rented hut rensburgdrift near escourt.he nicknamed "mkhonyovu" loosely translated means "the corrupt one corruption" local zulu language.he rented hut philani magubane whose brother also arrested traditional healer's alleged accomplice.image caption traditional healer rented hut brother one accomplicesimage caption police locked hut items used rituals seen crack door"i shocked find younger brother fell traditional healer's fairytales - promised wealth poor am" mr magubane told me.he said one tenants complaining smell rotting meat coming next door neighbour."mkhonyovu moved house two months ago - idea kept human remains don't live yard" said mr magubane.mr magubane said believes brother along three young men lured traditional healer work struggling find jobs.it alleged sent young men dig graves middle night could make magic charms known locally "muti".residents confess eating human fleshmthembeni majola local politician convened community meeting shortly cannibalism suspects made first court appearance last week.image caption mthembeni majola said villagers willingly eaten human flesh"most residents shocked live fear" mr majola says others surprised."a confessed consulted traditional healer knowingly ate human flesh" said."but angered us gullible people become" saying mkhonyovu's customers livestock thieves told could make invincible even bulletproof police could shoot said mr majola.phepsile maseko south africa's traditional healer's organisation condemned alleged cannibalism practices.she said "mkhonyovu" fake healer wanted enrich brought "our sacred practices disrepute".image caption phepsile maseko says discovery gives bad name traditional healers honest work"ritual killings use human tissue part traditional healing... angers us traditional healers constantly defend honest work" said ms maseko.the five men arraigned court monday amid public protests outside courtroom abandoned bail request make another court appearance end september.",bbc-news
3,"media playback unsupported device media caption european union "ready intensify negotiations"the european union's chief negotiator michel barnier expressed concern progress far third round brexit talks gets way.he warned uk "ambiguity" must removed progress "separation" issues made talks future eu-uk relationship.for part uk brexit secretary david davis said sides show "flexibility imagination".the two men spoke brief media call talks got started.the two sides played prospect breakthrough week's talks.bbc europe correspondent kevin connolly said mood set series briefings "that betray good deal mutual exasperation".the eu accused uk side "magical thinking" issue irish border.and uk said europeans "massively over-egging" financial demands uk terms "exit" bill.the third main "separation" issues resolved covers rights eu citizens uk uk citizens eu brexit.mr barnier said: "we need take positions separation issues. necessary make sufficient progress. must start negotiating seriously."we need uk papers clear order constructive negotiations. sooner remove ambiguity sooner position discuss future relationship transitional period."the eu 27 (the eu members excluding uk) european parliament stand united - accept separation issues addressed properly."i ready intensify negotiations coming weeks order advance."mr davis said uk's goal remained secure "mutually beneficial" agreement works people businesses across europe.he said week's "technical talks" would build july round papers uk recently published vision withdrawal eu."for uk week ahead driving forward technical discussions across issues."we want lock points agree unpick areas disagree make progress range issues."and we're ready roll sleeves get work more."mr barnier said twitter last week focus third round negotiations would "orderly withdrawal".officials sides meet working groups discuss detail behind side's proposals round closed mr davis mr barnier thursday.setting scene - political correspondent chris masonfairly technical. big bang. breakthrough. breakdown - 10 words don't make great headline i'm afraid. mood music around brexit talks resuming brussels.meanwhile westminster "a new politics around brexit" according phillip blond director centre right respublica think tank bbc breakfast morning.he talking labour's policy shift: promising stay single market customs union transition period brexit.the reaction radio 5 live's call morning suggests instinct winning side referendum vote mark end conversation subject: people spoken leave leave properly.and losing side think mark start conversation: leave look like whether leave all.the uk set leave eu end march 2019 following last year's referendum vote.in first phase negotiations british eu officials meeting month four days brussels.on sunday labour said would keep uk single market customs union transitional period leaving eu.it said needed avoid "cliff edge" economy.meanwhile british chambers commerce association german chambers commerce jointly pleaded politicians put economic interests first brexit discussions.",bbc-news
15,"image copyright science photo libraryanti-inflammatory drugs could cut risk heart attacks strokes study 10000 patients suggests.a trial drug canakinumab could represent biggest breakthrough treatment since advent statins lower cholesterol authors say.the study reported 15% reduction risk repeat heart attack among patients - others questioned drug's efficacy side-effects cost.recipients drug increased risk potentially fatal infections.however british heart foundation (bhf) said "exciting long-awaited trial" could still help save lives.arthritis drugheart attack patients routinely given cholesterol-lowering statins blood-thinning drugs help reduce risk repeat attacks.in study 10000 patients previously heart attack treated anti-inflammatory drug every three months.the trial held almost 40 countries monitored individuals four years.it found researchers said reductions risk "above beyond" seen patients took statins.however also found "significantly higher incidence" potentially fatal infection sepsis among treated drug according study.the results presented european society cardiology meeting held barcelona spain.canakinumab initially developed pharmaceutical firm novartis - paid trial - treat rheumatoid arthritis.image copyright spl image caption heart attack patients routinely treated statinsa heart attack serious medical emergency supply blood heart suddenly blocked.experts previously spoken possible link inflammation certain blood vessels. however authors say link never proven humans.the study's lead author dr paul ridker brigham women's hospital part harvard medical school said study represented "a milestone long journey"."for first time we've able definitively show lowering inflammation independent cholesterol reduces cardiovascular risk" said."this far-reaching implications."dr ridker continued: "in lifetime i've gotten see three broad eras preventative cardiology."in first recognised importance diet exercise smoking cessation. second saw tremendous value lipid-lowering drugs statins. we're cracking door open third era. exciting."dr ridker said findings also indicated "the possibility slowing progression certain cancers" research required.'safety trade-offs'dr robert harrington chair stanford university school medicine sounded note caution editorial new england journal medicine.he said effects anti-inflammatories could "modest" absolute clinical benefit canakinumab "cannot justify" routine use "until understand efficacy safety trade-offs unless price restructuring formal cost-effectiveness evaluation supports it."others though say treatment could help risk repeat heart attacks statins enough.prof jeremy pearson associate medical director bhf said: "the findings suggest existing anti-inflammatory drugs canakinumab could given along cholesterol-lowering drugs treat survivors reduce risk another heart attack."gary gibbons director national heart lung blood institute said findings provided "compelling evidence".he called research findings.sign-up get news bbc inbox weekday morning",bbc-news
4,"will real taylor swift please stand up?the grammy winner 27 caused social media storm sunday releasing music video  look made do.  final 30 seconds video 14 taylors standing front private plane bicker using common lines criticism superstar faced throughout career.but extra taylor standing back wing plane hidden shadows — fans believe taylor real taylor.swift  liked  several tumblr posts theory perhaps giving nod rumor.this version taylor makes first appearance last 45 seconds music video. wearing head-to-toe printed outfit matching headband seen spray-painting word  reputation  onto private plane.as younger versions — including taylors fearless red eras well  you belong me  music video 2014 met ball — fight possibly  real  version taylor stands silently back hand defiantly hip.there several easter eggs swifties joseph kahn-directed video appears clap back haters frenemies like kim kardashian west kanye west.in one shots swift lying bathtub $1 bill lies next shoulder likely referencing sexual assault lawsuit david mueller jury found guilty assault battery star. there’s also grave stone name nils sjoberg graveyard scene reference pen name swift used  this came for  song ex-boyfriend calvin harris.in another scene swift — whose nails painted green shade similar spotify‘s logo color — robs vault  stream co.  likely reference period time removed music streaming services wrote letter apple music artists taken advantage of. (she recently released entire catalogue back onto streaming services.)her backup dancers another scene wait hand foot also wearing cut-off shirts words  i ❤ ts  clear jab made fun ex-boyfriend tom hiddleston wearing similar tank dating.the last 30 seconds music video shows various taylors arguing saying things haters accused last several years. stop making surprise face. it’s annoying!  dead taylor tells  you belong me  taylor. adds  shake off  taylor:  yeah can’t possibly surprised time.  what’s bitch?  adds another dead taylor shoots back  don’t call that.  oh stop acting like you’re nice. fake  red-era taylor tells fearless taylor. yet another says  there goes playing victim again. the video ends 2009 vmas-taylor repeating swift said instagram caption posted hitting back kardashian west leaked phone call swift west last summer:  i would much like excluded narrative.  oh shut up!  14 taylors scream unison.the song co-written  shake off  singer 27 longtime pal jack antonoff also produced several tracks last album 1989.according press release single first song swift’s upcoming album reputation released nov. 10.",entertainment-weekly
4,"ellen degeneres lending support victims hurricane harvey. monday talk show host posted heartfelt video twitter page caption  texas love you.  houstonstrong. texas love you.  houstonstrong pic.twitter.com/z1ly4bfg7l — ellen degeneres ( theellenshow) august 28 2017the video describes many texas particularly houston lost homes due hurricane harvey.  i know people want help  says.  i would like help. degeneres goes explain ellen show donating $25000 red cross also donating another $25000 spca texas.the comedian closes video reminding viewers amount help noting texting word  harvey  90999 automatically donate $10.watch full video above.",entertainment-weekly
9,"mike glennon discusses full week prepare game fits style well mitchell trubisky complimentary glennon hoping bond help form stronger bonds position groups. (0:44)the winners nfl preseason emerge healthy.the losers everyone else.end story. thanks checking in.oh we're really this? ok.the dirty truth preseason really scrape together insight long know look provided resist urge draw dramatic conclusions. that's left (extra) meaningless preseason week 4. come along we'll give try together.winnersjameis winston hasn't greatest preseason statistically star rise thanks "hard knocks." kim klement-usa today sportsjameis winston tampa bay buccaneers quarterback: winston hasn't really lit field failed throw touchdown pass 69 attempts. without question breakout star hbo's "hard knocks" arguably interesting engaging protagonist history long-running show. moved detailed tour childhood home opening episode way words personalized could cliché segment. personality portrayed overtly positive personable without sense playing cameras. winston entered nfl legal cloud sexual assault allegation settled december 2016. "hard knocks" nfl world seeing fresh version still-developing player man.mike glennon chicago bears quarterback: week 3 game glennon provided bears hoping see preseason. accurate composed throughout 134-yard performance tennessee titans giving bears enough clout (credibly) start week 1 rookie mitch trubisky -- good enough preseason enter conversation. first two preseason games glennon threw pair interceptions averaged 4.2 yards per attempt. one argue glennon's spot atop depth chart now. bears better chance insert trubisky lineup he's ready needed.nfl social awareness: preseason brought mainstreaming colin kaepernick's national anthem protest spirit replicated practice. message expanded campaign treatment black americans police one racial harmony unity featuring important inclusion white players capped 30 cleveland browns locking arms. players kneeled sat. raised fists. simply embraced teammate. leagues explore ways handle summer's national unrest seems clear collective voice nfl players growing stronger.dak prescott dallas cowboys quarterback: cowboys won't able replace playmaking tailback ezekiel elliott suspended first six games (barring successful appeal). don't count possibility prescott elevate game compensate. quietly exceptionally sharp two outings completing 18 22 passes 219 yards two touchdowns. consider lesson seattle seahawks quarterback russell wilson's early career: one knew wilson could sling well seahawks' personnel required it. based saw summer it's reasonable expect similar surge prescott early season.miami dolphins: imagine nightmare football nightmares. starting quarterback one emerged seemingly endless march development put position playoff berth last season tears acl training camp practice. trust backup make starts hardly enthused making 16-game starter. you're desperate. call around find ... guy might better performer original starter? that's reasonable outcome dolphins replaced ryan tannehill still-young-enough jay cutler appear worse off. part project pro bowl season cutler prepared work season television broadcaster. say however cutler showed enough preseason least pick tannehill left off. would quite accomplishment team loses starter august.losersrookie deshone kizer browns' starter week 1. ready? ap photo/phelan ebenhackcleveland browns: sorry. i'm aboard deshone kizer hype train. browns named kizer starting quarterback completed 6 18 passes saturday night buccaneers. kizer played better numbers accounts watched browns' preseason know best quarterback roster. best quarterback roster isn't necessarily 1) winning competition and/or 2) ready start. continued career spiral brock osweiler disappointing sophomore showing cody kessler much decision anything. i'm arguing verdict. i'm telling aren't many people around league think kizer nfl starter week 1.the minnesota vikings' offense: hoping assured vikings' reconfigured offense would firepower 2016 well wasn't preseason you. perhaps offensive coordinator pat shurmur hiding best stuff. maybe early camp injury left tackle riley reiff since recovered delayed progress eventually forthcoming. 12 first-team possessions three games vikings punted 10 times kicked one field goal one clock expiration. rookie running back dalvin cook looked good like threat score every time touched ball. quarterback sam bradford still finding pressure still forcing throw short still leading complete high percentage passes (74.4) low average yards per attempt (6.74). perhaps could change regular season begins pattern seems familiar.los angeles nfl fandom: many wondered whether los angeles market would support two franchises getting along fine without even one 21 years. much interest would chargers generate debut season? rams whose weekly attendance plummeted end last season? preseason numbers least gory. chargers drew 21054 first game stubhub center (of capacity around 27000) 21197 second. rams reported attendance 58561 week 3 game featured los angeles teams coliseum. (the rams drew 62880 week 1 hosting cowboys.) doesn't help neither team projected among league's elite. it's fairly clear rams' honeymoon -- chargers might never get one.jacksonville jaguars: jaguars took wild stab thursday night fixing quarterback situation least short term. elevated longtime backup chad henne carolina panthers hoped would look like something longtime backup. didn't. jaguars back blake bortles least week 1. essence admitted don't starting-caliber quarterback roster. anything bortles gone backward since technique-challenged performance 2016. rights jaguars done him. they've got reasonable alternative. are.amateur boxers: early eventful afternoon nissan stadium bears defensive linemen jaye howard jr. titans offensive lineman quinton spain engaged kind fisticuffs often see trenches. players appeared throw punches. here's got interesting: referee ed hochuli swiftly ejected both. nfl rule book calls automatic ejection player penalized twice game unsportsmanlike conduct penalty includes punching. also allows immediate ejection punch "flagrant." guess elsewhere nfl consider nearly punches "flagrant" season effort rid game even semi-violent fights. former vice president officiating mike pereira fox analyst tweeted: "not good year throwing punches."",espn
10,"the uber board offered expedia ceo dara khosrowshahi new role sunday. according bloomberg data would pay lot money woo him.khosrowshahi helm expedia since 2005 almost $185 million unvested stock options offer made sunday. probably wouldn’t forgo kind money unless uber could offer more.executives usually given salary much compensation tied stock awards. designed motivate grow company’s value stay job.with $68 billion valuation uber afford significant compensation package. uber bought otto enough net founder anthony levandowski $250 million.since uber private company won’t need disclose khosrowshahi’s salary equity stake.according new york times charter communications ceo thomas rutledge highest paid ceo last year $98 million awarded 2016. cbs’ les moonves followed $68.6 million madison square garden ceo david o’connor took home $54 million.khosrowshahi received nearly $95 million pay 2015 making one highly paid leaders corporate america. vast majority sum came package stock options online travel company gave march 2015 expected vest several years.his pay wasn’t always rich however. 2014 khosrowshahi’s compensation expedia totaled $9.6 million. last year took home $2.4 million salary bonus compensation.featured image: expedia",techcrunch
5,"image copyright getty images image caption latest missile test follows similar launch saturdaynorth korea fired missile flew northern japan crashing sea japanese government says.no effort made japanese shoot missile launched early morning local time triggering safety warnings.the missile broke three pieces landed local media reported.on saturday north korea fired three short-range missiles sea eastern coast.in latest incident japanese government warned people missile's flight range take precautions public broadcaster nhk said signs damage.japanese prime minister shinzo abe said shortly afterwards government utmost protect people's lives.chief cabinet secretary yoshihide suga described latest test "an unprecedented grave threat". said japan would take "appropriate steps" response.",bbc-news
